name, gs_email, as_pc_chair, as_pc, as_session_chair, as_panelist, as_keynote_speaker, as_author, pc_chairs, pcs, session_chairs, panels, keynotes, papers, gender, country, sector, npubs, hindex, hindex5y, i10index, i10index5y, citedby
"Gu, Juncheng", @ucsd.edu, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_037, M, US, EDU, 5, 4, 4, 3, 3, 1318
"Gu, Ming", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_036, M, , , , , , , , 
"Gu, Qilong", , 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_049, , , , , , , , , 
"Gu, Quanquan", @virginia.edu, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, US, EDU, 91, 22, 22, 33, 32, 1774
"Gu, Ronghui", @columbia.edu, 0, 0, 0, 0, 0, 1, , , , , , OOPSLA_17_008, M, US, EDU, 7, 4, 4, 3, 3, 84
"Gu, Ruidong", , 0, 0, 0, 0, 0, 1, , , , , , IISWC_17_027, M, , , , , , , , 
"Gu, Yu", @mail.neu.edu.cn, 0, 0, 0, 0, 0, 1, , , , , , SOCC_17_001, M, CN, EDU, 108, 14, 11, 21, 12, 647
"Gu, Yupeng", @cs.ucla.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_058, M, US, EDU, 6, 2, 2, 1, 1, 20
"Guajardo, Jorge", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_031, M, , , , , , , , 
"Gual, Rafael Mayo", @uji.es, 0, 0, 0, 0, 0, 3, , , , , , "ICPP_17_007, EuroPar_17_045, CCGrid_17_003", , ES, EDU, 161, 20, 20, 34, 29, 1790
"Gualà, Luciano", @mat.uniroma2.it, 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_017, M, IT, EDU, 44, 8, 6, 8, 4, 180
"Guan, Gaoyang", , 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_029, , , , , , , , , 
"Guan, Haibing", , 0, 0, 0, 0, 0, 4, , , , , , "ICPP_17_015, VEE_17_003, SOCC_17_015, HPCA_17_040", M, , , , , , , , 
"Guan, Hang", @columbia.edu, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_032, M, US, EDU, 16, 6, 6, 4, 4, 108
"Guan, Hui", , 0, 0, 0, 0, 0, 2, , , , , , "SC_17_002, PLDI_17_023", F, , , , , , , , 
"Guan, Qiang", @lanl.gov, 0, 0, 0, 0, 0, 2, , , , , , "PPoPP_17_009, HPDC_17_010", M, US, GOV, 38, 11, 11, 11, 11, 313
"Guarnieri, Marco", @inf.ethz.ch, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_025, M, CH, EDU, 22, 5, 5, 1, 1, 70
"Gubichev, Andrey", @in.tum.de, 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_009, M, DE, EDU, 20, 8, 8, 8, 8, 283
"Gudes, Ehud", , 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_052, M, , , , , , , , 
"Gudka, Khilan", , 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_039, M, , , , , , , , 
"Guennemann, Stephan", @in.tum.de, 0, 1, 0, 0, 0, 0, , ICDM, , , , , M, DE, EDU, 86, 20, 19, 32, 31, 1272
"Guerin, Roch", @acm.org, 0, 1, 1, 0, 0, 0, , SIGMETRICS, SIGCOMM, , , , M, , , 268, 57, 31, 141, 64, 18037
"Guermouche, Abdou", , 0, 3, 0, 0, 0, 0, , "SC, ICPP, HiPC", , , , , M, , , , , , , , 
"Guermouche, Amina", , 0, 2, 0, 0, 0, 0, , "ICPP, CCGrid", , , , , F, , , , , , , , 
"Gueron, Shay", @math.haifa.ac.il, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_063, M, IL, EDU, 210, 28, 24, 51, 40, 3381
"Guerra, Esther", @uam.es, 0, 1, 0, 0, 0, 0, , SLE, , , , , F, ES, EDU, 148, 27, 24, 63, 51, 2413
"Guerraoui, Rachid", @epfl.ch, 0, 3, 0, 0, 0, 6, , "IPDPS, SPAA, Middleware", , , , "SIGIR_17_067, IPDPS_17_101, EuroSys_17_017, EuroSys_17_018, ATC_17_028, PODS_17_012", M, CH, EDU, 809, 64, 35, 254, 140, 19362
"Gueta, Guy Golan", , 0, 0, 0, 0, 0, 1, , , , , , PPoPP_17_020, M, , , , , , , , 
"Gugnani, Shashank", @osu.edu, 0, 0, 0, 0, 0, 2, , , , , , "HiPC_17_033, CCGrid_17_013", M, US, EDU, 11, 3, 3, 0, 0, 14
"Guha, Apala", @iiitd.ac.in, 0, 1, 0, 0, 0, 0, , IPDPS, , , , , F, IN, EDU, 23, 6, 5, 5, 3, 103
"Guha, Arjun", @cs.umass.edu, 0, 1, 0, 0, 0, 0, , SIGCOMM, , , , , M, US, EDU, 31, 18, 18, 19, 19, 1867
"Guha, Saikat", , 0, 2, 0, 0, 0, 1, , "IMC, SP", , , , IMC_17_011, M, , , , , , , , 
"Guha, Sudipto", @cis.upenn.edu, 0, 0, 0, 0, 0, 1, , , , , , SPAA_17_012, M, US, EDU, 144, 52, 36, 105, 83, 17843
"Guhur, Pierre-Louis", @ens-paris-saclay.fr, 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_063, M, FR, EDU, 2, 0, 0, 0, 0, 0
"Gui, Huan", @illinois.edu, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_057, F, US, EDU, 15, 5, 5, 4, 4, 84
"Guidotti, Riccardo", @di.unipi.it, 0, 0, 0, 0, 0, 1, , , , , , KDD_17_006, , IT, EDU, 29, 4, 4, 0, 0, 45
"Guimbretiere, Francois", @cs.cornell.edu, 0, 0, 0, 0, 0, 1, , , , , , ISPASS_17_004, M, US, EDU, 95, 29, 24, 48, 42, 4323
"Guirguis, Mina", @bu.edu, 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_034, M, US, EDU, 60, 11, 8, 12, 7, 615
"Guitart, Jordi", @ac.upc.edu, 0, 1, 0, 0, 0, 0, , CCGrid, , , , , M, ES, EDU, 128, 27, 22, 52, 40, 2843
"Gujarati, Arpan", @mpi-sws.org, 0, 0, 0, 0, 0, 1, , , , , , Middleware_17_019, M, DE, GOV, 12, 3, 3, 1, 1, 32
"Gulati, Ajay", , 0, 1, 0, 0, 0, 0, , FAST, , , , , M, , , , , , , , 
"Gulland, William", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_001, M, , , , , , , , 
"Gullo, Francesco", @acm.org, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, , , 63, 15, 14, 19, 19, 629
"Gulur, Nagendra", , 0, 0, 0, 0, 0, 2, , , , , , "ISCA_17_036, MICRO_17_034", M, , , , , , , , 
"Gulzar, Muhammad Ali", @cs.ucla.edu, 0, 0, 0, 0, 0, 1, , , , , , SOCC_17_038, M, US, EDU, 9, 4, 4, 2, 2, 54
"Gumbsch, Thomas", , 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_035, , , , , , , , , 
"Gummadi, Krishna", @mpi-sws.org, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, DE, GOV, 118, 43, 40, 68, 62, 21117
"Gunasekaran, Raghul", @ornl.gov, 0, 0, 0, 0, 0, 3, , , , , , "SC_17_040, SC_17_042, HiPC_17_006", M, US, GOV, 21, 8, 8, 8, 7, 236
"Gunawardhana, Chathuri", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_007, F, , , , , , , , 
"Gunawi, Haryadi", @cs.uchicago.edu, 0, 5, 1, 0, 0, 5, , "HotCloud, CLOUD, HPDC, Middleware, SOCC", SOCC, , , "ASPLOS_17_046, HotOS_17_021, FAST_17_002, SOCC_17_022, SOSP_17_011", M, US, EDU, 40, 16, 14, 18, 17, 1029
"Guney, Murat E.", , 0, 0, 0, 0, 0, 1, , , , , , SC_17_054, M, , , , , , , , 
"Gunopulos, Dimitrios", @di.uoa.gr, 0, 2, 0, 0, 0, 0, , "KDD, ICDM", , , , , M, GR, EDU, 346, 67, 43, 156, 124, 19356
"Gunter, Carl A.", @illinois.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_150, M, US, EDU, 222, 45, 29, 120, 71, 8594
"Guo, Chuanxiong", @ieee.org, 0, 0, 0, 0, 1, 3, , , , , HotI, "ATC_17_005, HotOS_17_002, CoNEXT_17_024", M, , , , , , , , 
"Guo, Fan", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_055, M, , , , , , , , 
"Guo, Jiafeng", @ict.ac.cn, 0, 1, 0, 0, 0, 1, , SIGIR, , , , SIGIR_17_054, M, CN, EDU, 136, 22, 22, 39, 36, 1981
"Guo, Jian", , 0, 0, 0, 0, 0, 1, , , , , , ATC_17_006, M, , , , , , , , 
"Guo, Jianmei", @ecust.edu.cn, 0, 0, 0, 0, 0, 1, , , , , , ICPE_17_004, M, CN, EDU, 35, 11, 11, 13, 11, 460
"Guo, Jiayang", , 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_116, , , , , , , , , 
"Guo, Lijin", , 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_015, F, , , , , , , , 
"Guo, Mengying", , 0, 0, 0, 0, 0, 1, , , , , , SOCC_17_025, , , , , , , , , 
"Guo, Minyi", @cs.sjtu.edu.cn, 0, 0, 0, 0, 0, 3, , , , , , "ICPP_17_023, ASPLOS_17_002, ISCA_17_021", M, CN, EDU, 390, 31, 23, 88, 55, 3633
"Guo, Ning", , 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_050, M, , , , , , , , 
"Guo, Peng", , 0, 0, 0, 0, 0, 1, , , , , , SC_17_049, , , , , , , , , 
"Guo, Qi", , 0, 1, 0, 0, 0, 0, , ASPLOS, , , , , M, , , , , , , , 
"Guo, Song", , 0, 0, 0, 1, 0, 0, , , , HPCC, , , M, , , , , , , , 
"Guo, Sung-Yee", , 0, 0, 0, 0, 0, 1, , , , , , ASPLOS_17_013, M, , , , , , , , 
"Guo, Tao", @e.ntu.edu.sg, 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_002, M, SG, EDU, 2, 2, 2, 2, 2, 30
"Guo, Wentian", , 0, 0, 0, 0, 0, 1, , , , , , SIGMOD_17_050, , , , , , , , , 
"Guo, Xiaochen", @lehigh.edu, 0, 2, 0, 0, 0, 0, , "IPDPS, HiPC", , , , , F, US, EDU, 14, 4, 4, 3, 3, 245
"Guo, Yanfei", @anl.gov, 0, 3, 0, 0, 0, 3, , "IPDPS, CCGrid, HPCC", , , , "IPDPS_17_099, IPDPS_17_108, SC_17_057", M, US, GOV, 19, 9, 9, 8, 8, 179
"Guo, Yihua Ethan", @umich.edu, 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_011, M, US, EDU, 6, 3, 3, 3, 3, 221
"Guo, Yuhua", , 0, 0, 0, 0, 0, 1, , , , , , MASCOTS_17_015, M, , , , , , , , 
"Guo, Zhenyu", @ece.ubc.ca, 0, 0, 0, 0, 0, 1, , , , , , EuroSys_17_013, M, CA, EDU, 12, 4, 4, 3, 3, 71
"Guo, Zhishan", @mst.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_011, M, US, EDU, 47, 11, 10, 12, 11, 482
"Gupta, Aarti", @cs.princeton.edu, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_032, F, US, EDU, 284, 40, 24, 99, 71, 4981
"Gupta, Aayush", @us.ibm.com, 0, 0, 0, 0, 0, 1, , , , , , EuroSys_17_041, M, US, COM, 29, 8, 8, 8, 7, 1091
"Gupta, Abhishek", @linkedin.com, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, US, COM, 43, 6, 6, 5, 5, 96
"Gupta, Ajay", , 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_007, M, , , , , , , , 
"Gupta, Amarnath", , 0, 1, 0, 0, 0, 0, , ICPP, , , , , M, , , , , , , , 
"Gupta, Anshul", @cse.iitb.ac.in, 0, 0, 0, 0, 0, 1, , , , , , ICPE_17_010, M, IN, EDU, 1, 0, 0, 0, 0, 0
"Gupta, Anurag", , 0, 0, 0, 0, 1, 0, , , , , SOCC, , M, , , , , , , , 
"Gupta, Apoorv", @nsit.net.in, 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_006, M, IN, GOV, 5, 1, 1, 0, 0, 2
"Gupta, Himanshu", @cs.stonybrook.edu, 0, 0, 0, 0, 0, 1, , , , , , MobiCom_17_012, M, US, EDU, 68, 31, 22, 42, 30, 5810
"Gupta, Indranil", @illinois.edu, 0, 3, 0, 0, 0, 1, , "CCGrid, SOCC, ICAC", , , , CCGrid_17_002, M, US, EDU, 235, 35, 24, 77, 57, 4375
"Gupta, Indy", , 0, 1, 0, 0, 0, 0, , Middleware, , , , , M, , , , , , , , 
"Gupta, Karan", , 0, 0, 0, 0, 0, 2, , , , , , "NSDI_17_004, ATC_17_028", M, , , , , , , , 
"Gupta, Rajesh K.", @ucsd.edu, 0, 0, 0, 0, 0, 1, , , , , , CLOUD_17_022, , US, EDU, 532, 59, 41, 188, 108, 14463
"Gupta, Rajiv", @cs.ucr.edu, 0, 1, 0, 0, 0, 3, , PACT, , , , "SC_17_059, ASPLOS_17_016, ASPLOS_17_017", M, US, EDU, 318, 55, 29, 183, 78, 10688
"Gupta, Rinku", @mcs.anl.gov, 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_054, F, US, GOV, 1240, 35, 24, 136, 64, 5954
"Gupta, Rishab", , 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_006, M, , , , , , , , 
"Gupta, Saurabh", @ncsu.edu, 0, 1, 0, 0, 0, 3, , HiPC, , , , "SC_17_036, Cluster_17_034, MASCOTS_17_003", M, US, EDU, 13, 7, 7, 7, 7, 181
"Gupta, Sunil", @deakin.edu.au, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_012, M, AU, EDU, 309, 17, 14, 35, 31, 3259
"Gupta, Trinabh", @cs.utexas.edu, 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_013, M, US, EDU, 13, 6, 6, 5, 5, 169
"Gupta, Vishakha", , 0, 1, 1, 0, 0, 0, , ATC, ATC, , , , F, , , , , , , , 
"Gupta, Vishal", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_040, M, , , , , , , , 
"Gupta-Cledat, Vishakha", , 0, 0, 0, 0, 0, 1, , , , , , HotStorage_17_020, M, , , , , , , , 
"Gupte, Sanket", @umbc.edu, 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_004, M, US, EDU, 3, 2, 2, 1, 1, 20
"Gurbani, Vijay K.", @nokia.com, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, , COM, 230, 26, 20, 63, 33, 16158
"Guru, Siddeswara", @uq.edu.au, 0, 1, 0, 0, 0, 0, , ICPP, , , , , M, AU, EDU, 35, 11, 8, 15, 8, 956
"Gurumdimma, Nentawe", @warwick.ac.uk, 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_007, M, UK, EDU, 9, 2, 2, 0, 0, 11
"Gurumurthi, Sudhanva", @virginia.edu, 0, 1, 0, 0, 0, 0, , ASPLOS, , , , , M, US, EDU, 105, 26, 22, 48, 40, 2791
"Gurusamy, Mohan", @nus.edu.sg, 0, 0, 0, 0, 0, 1, , , , , , CCGrid_17_019, M, SG, EDU, 180, 24, 14, 60, 18, 3096
"Gusat, Mitch", @zurich.ibm.com, 0, 1, 0, 0, 0, 0, , HotI, , , , , M, CH, COM, 80, 16, 11, 26, 17, 928
"Gustafson, Eric", , 0, 0, 0, 0, 0, 1, , , , , , NDSS_17_052, M, , , , , , , , 
"Gustedt, Jens", @inria.fr, 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_041, M, FR, EDU, 101, 15, 9, 30, 7, 1090
"Gutarin, Alex", , 0, 0, 0, 0, 1, 0, , , , , MASCOTS, , M, , , , , , , , 
"Guthaus, Matthew", @ucsc.edu, 0, 0, 0, 0, 0, 1, , , , , , MICRO_17_058, M, US, EDU, 79, 14, 12, 19, 12, 3964
"Gutiérrez, Samuel K.", @lanl.gov, 0, 1, 0, 1, 0, 1, , IPDPS, , HCW, , IPDPS_17_047, M, US, GOV, , , , , , 
"Guttman, Diana", , 0, 0, 0, 0, 0, 2, , , , , , "MASCOTS_17_016, MASCOTS_17_017", F, , , , , , , , 
"Guy, Ido", @ebay.com, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, , COM, 101, 23, 21, 35, 35, 2580
"Guyot, Cyril", @wdc.com, 0, 0, 0, 0, 0, 1, , , , , , HotStorage_17_016, M, , COM, 70, 9, 8, 9, 8, 315
"Guz, Zvika", , 0, 0, 0, 0, 0, 1, , , , , , SYSTOR_17_014, M, , , , , , , , 
"Géhberger, Dániel", @ericsson.com, 0, 0, 0, 0, 0, 1, , , , , , HotCloud_17_012, M, , COM, 4, 2, 2, 0, 0, 8
"Gérard, Benoït", @isir.upmc.fr, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_115, M, FR, EDU, 83, 15, 10, 23, 13, 836
"Gómez, Maria E.", @disca.upv.es, 0, 0, 0, 0, 0, 1, , , , , , PACT_17_013, F, ES, EDU, 211, 21, 16, 40, 31, 1809
"Gómez-Luna, Juan", @uco.es, 0, 0, 0, 0, 0, 1, , , , , , ISPASS_17_018, M, ES, EDU, 36, 8, 8, 8, 6, 162
"Günnemann, Stephan", @in.tum.de, 0, 1, 0, 0, 0, 0, , KDD, , , , , M, DE, EDU, 86, 19, 19, 32, 31, 1194
"Gür, Gürkan", , 0, 0, 1, 0, 0, 0, , , SYSTOR, , , , M, , , , , , , , 
"Ha, Jaehyeong", @hanyang.ac.kr, 0, 0, 0, 0, 0, 1, , , , , , NSDI_17_010, , KR, EDU, 3, 1, 1, 0, 0, 3
"Haas, Andreas", @cs.uni-salzburg.at, 0, 0, 0, 0, 0, 1, , , , , , PLDI_17_008, M, AT, EDU, 15, 6, 5, 4, 4, 134
"Haas, Roland", @lsuhsc.edu, 0, 1, 0, 0, 0, 0, , Cluster, , , , , M, US, EDU, 212, 50, 27, 104, 57, 9965
"Haber, Tom", @uhasselt.be, 0, 0, 0, 0, 0, 1, , , , , , Cluster_17_053, M, BE, EDU, 34, 10, 8, 11, 7, 448
"Habib, Hana", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_019, F, , , , , , , , 
"Habib, Salman", , 0, 0, 0, 0, 0, 1, , , , , , HiPC_17_023, M, , , , , , , , 
"Habich, Dirk", @tu-dresden.de, 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_027, M, DE, EDU, 144, 12, 11, 20, 14, 647
"Hack, Michel", , 0, 0, 0, 0, 0, 2, , , , , , "MASCOTS_17_006, HPCC_17_030", M, , , , , , , , 
"Hack, Sebastian", , 0, 0, 0, 1, 0, 0, , , , ISC, , , M, , , , , , , , 
"Hackenberg, Daniel", @tu-dresden.de, 0, 0, 0, 1, 0, 2, , , , ISC, , "SC_17_037, ICPE_17_003", M, DE, EDU, 36, 15, 14, 19, 17, 854
"Hacker, Thomas", , 0, 1, 0, 0, 0, 0, , ICPP, , , , , M, , , , , , , , 
"Haddadi, Hamed", @imperial.ac.uk, 0, 1, 0, 0, 0, 0, , IMC, , , , , M, UK, EDU, 115, 23, 21, 37, 34, 4271
"Hadidi, Ramyad", @gatech.edu, 0, 0, 0, 0, 0, 2, , , , , , "IISWC_17_007, HPCA_17_034", M, US, EDU, 3, 1, 1, 0, 0, 4
"Hadjis, Stefan", @stanford.edu, 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_030, M, US, EDU, 9, 7, 7, 3, 3, 98
"Hadri, Bilel", @kaust.edu.sa, 0, 1, 0, 0, 0, 0, , SC, , , , , M, SA, EDU, 49, 10, 9, 10, 8, 718
"Hadzilacos, Vassos", , 0, 0, 0, 0, 0, 1, , , , , , PODC_17_031, M, , , , , , , , 
"Haeberlen, Andreas", @cis.upenn.edu, 0, 5, 0, 0, 0, 4, , "SIGCOMM, CCS, PODC, SOSP, SP", , , , "NSDI_17_041, EuroSys_17_033, EuroSys_17_039, CIDR_17_011", M, US, EDU, 97, 28, 23, 45, 36, 3618
"Haeupler, Bernhard", @cs.cmu.edu, 0, 0, 0, 0, 0, 1, , , , , , PODC_17_004, M, US, EDU, 95, 19, 17, 30, 29, 1089
"Hafiz, Syed Mahbub", @indiana.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_085, M, US, EDU, 1, 1, 1, 0, 0, 1
"Hager, Georg", @fau.de, 0, 1, 1, 1, 0, 1, , IPDPS, ISC, ISC, , ISC_17_016, M, DE, EDU, 168, 27, 22, 52, 42, 2811
"Hagersten, Erik", @it.uu.se, 0, 0, 0, 0, 0, 2, , , , , , "IISWC_17_006, HPCA_17_007", M, SE, EDU, 237, 39, 18, 102, 38, 4714
"Haghdoost, Alireza", , 0, 0, 0, 0, 0, 1, , , , , , FAST_17_022, , , , , , , , , 
"Hagimont, Daniel", @enseeiht.fr, 0, 0, 0, 0, 0, 3, , , , , , "EuroSys_17_004, VEE_17_001, EuroPar_17_017", M, FR, EDU, 201, 22, 12, 45, 13, 1759
"Hagleitner, Christoph", @zurich.ibm.com, 0, 0, 0, 0, 0, 1, , , , , , ICPP_17_004, M, CH, COM, 182, 27, 18, 65, 35, 3402
"Haglin, David", @pnnl.gov, 0, 0, 0, 0, 0, 1, , , , , , IPDPS_17_041, M, US, GOV, 95, 14, 12, 21, 12, 770
"Hagmann, Robert", , 0, 0, 0, 0, 0, 1, , , , , , ISCA_17_001, M, , , , , , , , 
"Hahn, Sangwook Shane", @snu.ac.kr, 0, 0, 0, 0, 0, 1, , , , , , ATC_17_057, M, KR, EDU, 11, 4, 4, 2, 2, 67
"Haidar, Azzam", @eecs.utk.edu, 0, 0, 0, 0, 0, 1, , , , , , ISC_17_009, M, US, EDU, 110, 20, 18, 34, 30, 946
"Haidl, Michael", @uni-muenster.de, 0, 0, 0, 0, 0, 1, , , , , , HPCC_17_009, M, DE, EDU, 19, 4, 4, 1, 1, 47
"Haine, Christopher", , 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_014, M, , , , , , , , 
"Haines, Andrew", , 0, 0, 0, 0, 0, 1, , , , , , KDD_17_052, M, , , , , , , , 
"Haitao, Yuan", @bjtu.edu.cn, 0, 0, 0, 0, 0, 1, , , , , , CLOUD_17_003, M, CN, EDU, 22, 6, 6, 2, 2, 87
"Hajiaghayi, Mohammad Taghi", @cs.umd.edu, 1, 2, 0, 0, 0, 0, SPAA, "IPDPS, SPAA", , , , , M, US, EDU, 263, 46, 33, 116, 91, 6746
"Hajiamini, Shervin", , 0, 0, 0, 0, 0, 2, , , , , , "IGSC_17_017, HPCC_17_064", M, , , , , , , , 
"Hajj, Izzat El", @illinois.edu, 0, 0, 0, 0, 0, 2, , , , , , "OOPSLA_17_044, ISPASS_17_018", M, US, EDU, 12, 3, 3, 1, 1, 36
"Halappanavar, Mahantesh", @pnnl.gov, 0, 1, 0, 0, 0, 2, , HiPC, , , , "IPDPS_17_062, HiPC_17_039", M, US, GOV, 73, 11, 10, 13, 11, 383
"Halawa, Hassan", @aucegypt.edu, 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_005, M, US, EDU, 32, 4, 4, 1, 1, 87
"Halderman, J. Alex", @eecs.umich.edu, 0, 2, 0, 0, 1, 2, , "NDSS, CCS", , , NDSS, "NDSS_17_024, NDSS_17_027", M, US, EDU, 67, 31, 25, 45, 40, 5154
"Hale, Kyle", @cs.iit.edu, 0, 1, 0, 0, 0, 1, , IPDPS, , , , ICAC_17_006, M, US, EDU, 17, 5, 5, 3, 3, 93
"Halepovic, Emir", @research.att.com, 0, 1, 0, 0, 0, 0, , MASCOTS, , , , , M, US, COM, 35, 16, 12, 16, 13, 703
"Halevi, Shai", @alum.mit.edu, 0, 1, 2, 0, 0, 1, , CCS, "CCS, CCS", , , CCS_17_048, M, US, EDU, 199, 65, 52, 124, 97, 18081
"Halevi, Tzipora", @nyu.edu, 0, 0, 0, 0, 0, 1, , , , , , CCS_17_048, F, US, EDU, 31, 11, 11, 12, 11, 348
"Halkidi, Maria", @unipi.gr, 0, 1, 0, 0, 0, 0, , ICDM, , , , , F, GR, EDU, 61, 17, 14, 28, 17, 4818
"Hall, Lawrence", @mail.usf.edu, 0, 1, 0, 0, 0, 0, , ICDM, , , , , M, US, EDU, 382, 50, 36, 146, 75, 17906
"Hall, Mary", @cs.utah.edu, 0, 2, 0, 0, 0, 0, , "PPoPP, EuroPar", , , , , F, US, EDU, 183, 39, 22, 81, 42, 5905
"Hallac, David", , 0, 0, 0, 0, 0, 2, , , , , , "KDD_17_045, KDD_17_056", , , , , , , , , 
"Halldórsson, Magnus M.", @ru.is, 0, 2, 0, 0, 0, 1, , "IPDPS, PODC", , , , IPDPS_17_034, M, IS, GOV, 242, 39, 26, 95, 63, 6105
"Halperin, Daniel", @cs.washington.edu, 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_012, M, US, EDU, 31, 13, 12, 15, 15, 2129
"Halpern, Matthew", @utexas.edu, 0, 0, 0, 0, 0, 1, , , , , , HotStorage_17_009, , US, EDU, 11, 5, 5, 3, 3, 96
"Halvey, Martin", @strath.ac.uk, 0, 1, 0, 0, 0, 0, , SIGIR, , , , , M, UK, EDU, 86, 18, 16, 25, 23, 1189
"Hamann, Bernd", @cs.ucdavis.edu, 0, 0, 0, 0, 0, 1, , , , , , SC_17_033, , US, EDU, 537, 49, 32, 174, 92, 9499
"Hamann, Michael", @kit.edu, 0, 0, 0, 0, 0, 1, , , , , , ICDM_17_006, , US, EDU, 11, 4, 4, 2, 2, 48
"Hamdaqa, Mohammad", @ru.is, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, IS, GOV, 20, 7, 7, 5, 5, 230
"Hamedani, Sadoghi", , 0, 0, 1, 0, 0, 0, , , SIGMOD, , , , M, , , , , , , , 
"Hamidouche, Khaled", MISSING, 0, 0, 0, 0, 0, 4, , , , , , "SC_17_020, ICPP_17_016, PPoPP_17_027, HiPC_17_040", M, , , 66, 9, 8, 9, 7, 278
"Hamilton, Ryan", , 0, 0, 0, 0, 0, 1, , , , , , SIGCOMM_17_030, M, , , , , , , , 
"Hamilton, Stephen", , 0, 0, 0, 0, 0, 1, , , , , , ISC_17_015, , , , , , , , , 
"Hamlen, Kevin", , 0, 0, 0, 0, 0, 1, , , , , , CCS_17_118, M, , , , , , , , 
"Hamlin, Ariel", @ll.mit.edu, 0, 0, 0, 0, 0, 1, , , , , , SP_17_043, F, US, EDU, 6, 3, 3, 0, 0, 24
"Hammarling, Sven", @nag.co.uk, 0, 0, 0, 0, 0, 1, , , , , , EuroPar_17_023, M, UK, COM, 128, 36, 19, 58, 28, 17354
"Hammer, Christian", , 0, 0, 2, 0, 0, 0, , , "OOPSLA, OOPSLA", , , , M, , , , , , , , 
"Hammerschmidt, Beda", , 0, 0, 0, 0, 0, 1, , , , , , CIDR_17_007, M, , , , , , , , 
"Hammond, Jeff R.", @acm.org, 0, 3, 0, 0, 0, 0, , "IPDPS, SC, SC", , , , , M, , , 89, 22, 18, 33, 29, 1823
"Hammond, Simon D.", @sandia.gov, 0, 3, 0, 0, 0, 2, , "IPDPS, SC, CCGrid", , , , "SC_17_054, HPCC_17_010", M, US, GOV, 118, 12, 12, 14, 13, 499
"Hammoud, Mohammad", @cmu.edu, 0, 1, 0, 0, 0, 0, , CLOUD, , , , , M, US, EDU, 32, 8, 7, 7, 6, 346
"Han, Dongsu", @kaist.ac.kr, 0, 1, 0, 0, 0, 4, , CoNEXT, , , , "NSDI_17_008, NSDI_17_010, SIGCOMM_17_003, NDSS_17_050", M, KR, EDU, 55, 16, 16, 23, 23, 1192
"Han, Hwansoo", @skku.edu, 0, 0, 0, 0, 0, 1, , , , , , HotStorage_17_005, M, US, EDU, 64, 14, 8, 19, 7, 642
